10000,1,12,25,0,0,10,4,10000,100,10001,0,10002,0,10003,0,10004,0;
10000,2,12,25,1,0,4,10,10000,100,10001,0,10002,0,10003,0,10004,0;
10000,3,13,25,0,0,52,46,10000,90,10001,0,10002,10,10003,0,10004,0;
10000,4,13,25,0,0,24,18,10000,70,10001,0,10002,20,10003,10,10004,0;
10001,1,15,25,1,0,52,4,10000,80,10001,0,10002,10,10003,0,10004,0;
10001,2,15,25,1,0,10,18,10000,60,10001,0,10002,20,10003,20,10004,0;
10001,3,15,25,1,0,24,32,10000,60,10001,10,10002,10,10003,10,10004,10;
10001,4,15,25,1,0,38,46,10000,40,10001,30,10002,10,10003,10,10004,10;
10002,1,14,20,1,1,46,52,10000,50,10001,30,10002,0,10003,0,10004,20;
10002,2,14,20,1,1,4,17,10000,20,10001,20,10002,20,10003,20,10004,20;
10002,3,14,20,0,1,24,18,10000,20,10001,30,10002,0,10003,0,10004,50;
10002,4,14,20,1,0,14,28,10000,0,10001,0,10002,20,10003,30,10004,50;
10002,5,14,20,0,0,0,42,10000,20,10001,20,10002,20,10003,20,10004,20;
10003,1,16,20,0,1,52,46,10000,50,10001,30,10002,20,10003,0,10004,0;
10003,2,16,20,0,0,14,0,10000,20,10001,20,10002,0,10003,20,10004,40;
10003,3,16,20,0,0,14,0,10000,0,10001,50,10002,20,10003,30,10004,0;
10003,4,16,20,1,1,11,17,10000,50,10001,0,10002,0,10003,20,10004,30;
10003,5,16,20,0,1,45,39,10000,20,10001,0,10002,50,10003,30,10004,0;
10004,1,18,20,0,1,14,0,10000,30,10001,0,10002,20,10003,50,10004,0;
10004,2,18,20,1,1,4,17,10000,20,10001,20,10002,20,10003,0,10004,40;
10004,3,18,20,1,1,28,42,10000,0,10001,0,10002,20,10003,30,10004,50;
10004,4,18,20,0,0,14,0,10000,0,10001,30,10002,0,10003,20,10004,50;
10004,5,18,20,1,1,0,14,10000,20,10001,0,10002,40,10003,20,10004,20;
10005,1,20,20,1,1,14,24,10000,20,10001,20,10002,20,10003,20,10004,20;
10005,2,20,20,1,1,18,24,10000,50,10001,20,10002,0,10003,30,10004,0;
10005,3,20,20,1,1,18,24,10000,0,10001,20,10002,20,10003,40,10004,20;
10005,4,20,20,1,0,18,31,10000,0,10001,20,10002,50,10003,30,10004,0;
10005,5,20,20,0,1,10,4,10000,0,10001,20,10002,50,10003,30,10004,0;
10006,1,22,20,0,0,52,42,10000,20,10001,0,10002,50,10003,0,10004,30;
10006,2,22,20,0,0,52,42,10000,20,10001,20,10002,20,10003,20,10004,20;
10006,3,22,20,1,1,18,24,10000,20,10001,20,10002,20,10003,20,10004,20;
10006,4,22,20,0,1,42,28,10000,20,10001,50,10002,0,10003,0,10004,30;
10006,5,22,20,1,0,14,28,10000,0,10001,0,10002,30,10003,50,10004,20;
10007,1,24,20,1,0,0,14,10000,0,10001,50,10002,30,10003,0,10004,20;
10007,2,24,20,0,1,31,25,10000,0,10001,20,10002,40,10003,20,10004,20;
10007,3,24,20,1,1,25,31,10000,0,10001,30,10002,50,10003,20,10004,0;
10007,4,24,20,1,1,18,24,10000,30,10001,0,10002,20,10003,50,10004,0;
10007,5,24,20,1,0,14,24,10000,0,10001,30,10002,20,10003,50,10004,0;
10008,1,26,20,1,0,18,31,10000,50,10001,30,10002,20,10003,0,10004,0;
10008,2,26,20,1,0,14,28,10000,20,10001,20,10002,20,10003,20,10004,20;
10008,3,26,20,0,1,10,0,10000,0,10001,0,10002,20,10003,30,10004,50;
10008,4,26,20,1,1,14,24,10000,0,10001,50,10002,30,10003,20,10004,0;
10008,5,26,20,0,0,14,0,10000,20,10001,40,10002,20,10003,0,10004,20;
10009,1,28,20,1,1,18,31,10000,50,10001,30,10002,20,10003,0,10004,0;
10009,2,28,20,1,0,0,14,10000,0,10001,40,10002,20,10003,20,10004,20;
10009,3,28,20,0,1,17,4,10000,20,10001,20,10002,20,10003,0,10004,40;
10009,4,28,20,1,0,18,24,10000,0,10001,30,10002,20,10003,0,10004,50;
10009,5,28,20,0,0,24,14,10000,20,10001,40,10002,20,10003,0,10004,20;
10010,1,30,20,0,0,31,18,10000,0,10001,30,10002,20,10003,50,10004,0;
10010,2,30,20,1,0,46,52,10000,30,10001,0,10002,20,10003,0,10004,50;
10010,3,30,20,1,1,4,17,10000,0,10001,0,10002,50,10003,20,10004,30;
10010,4,30,20,0,0,28,14,10000,0,10001,20,10002,30,10003,50,10004,0;
10010,5,30,20,0,0,10,0,10000,20,10001,20,10002,0,10003,40,10004,20;
10011,1,32,20,0,1,31,25,10000,20,10001,50,10002,0,10003,30,10004,0;
10011,2,32,20,1,1,18,24,10000,20,10001,20,10002,20,10003,20,10004,20;
10011,3,32,20,1,0,18,24,10000,0,10001,0,10002,20,10003,50,10004,30;
10011,4,32,20,1,0,42,52,10000,30,10001,0,10002,20,10003,0,10004,50;
10011,5,32,20,0,0,45,32,10000,0,10001,30,10002,0,10003,20,10004,50;
10012,1,34,20,1,1,42,0,10000,20,10001,40,10002,20,10003,0,10004,20;
10012,2,34,20,0,0,24,14,10000,20,10001,40,10002,20,10003,0,10004,20;
10012,3,34,20,0,0,10,0,10000,20,10001,40,10002,20,10003,0,10004,20;
10012,4,34,20,0,0,31,25,10000,20,10001,40,10002,20,10003,0,10004,20;
10012,5,34,20,0,1,38,28,10000,20,10001,30,10002,50,10003,0,10004,0;
10013,1,36,20,1,1,53,3,10000,0,10001,0,10002,50,10003,30,10004,20;
10013,2,36,20,0,1,45,32,10000,20,10001,20,10002,20,10003,20,10004,20;
10013,3,36,20,1,0,42,52,10000,40,10001,20,10002,20,10003,0,10004,20;
10013,4,36,20,0,1,52,42,10000,20,10001,0,10002,50,10003,30,10004,0;
10013,5,36,20,1,1,18,31,10000,20,10001,40,10002,20,10003,20,10004,0;
10014,1,38,20,0,1,0,42,10000,40,10001,20,10002,20,10003,0,10004,20;
10014,2,38,20,0,1,31,18,10000,50,10001,0,10002,20,10003,30,10004,0;
10014,3,38,20,1,1,25,31,10000,30,10001,0,10002,50,10003,0,10004,20;
10014,4,38,20,0,1,3,53,10000,0,10001,30,10002,20,10003,0,10004,50;
10014,5,38,20,0,0,24,18,10000,20,10001,0,10002,30,10003,50,10004,0;
10015,1,40,20,1,1,14,24,10000,0,10001,30,10002,20,10003,50,10004,0;
10015,2,40,20,1,0,4,10,10000,0,10001,20,10002,30,10003,50,10004,0;
10015,3,40,20,1,0,25,31,10000,0,10001,50,10002,20,10003,30,10004,0;
10015,4,40,20,0,1,38,28,10000,50,10001,0,10002,0,10003,20,10004,30;
10015,5,40,20,0,1,38,28,10000,50,10001,20,10002,30,10003,0,10004,0;
10016,1,42,20,0,0,0,42,10000,0,10001,0,10002,20,10003,50,10004,30;
10016,2,42,20,1,0,0,10,10000,50,10001,30,10002,20,10003,0,10004,0;
10016,3,42,20,1,1,0,14,10000,20,10001,20,10002,20,10003,0,10004,40;
10016,4,42,20,0,0,24,18,10000,20,10001,20,10002,20,10003,0,10004,40;
10016,5,42,20,0,0,0,42,10000,50,10001,0,10002,20,10003,30,10004,0;
10017,1,44,20,0,0,14,0,10000,20,10001,50,10002,30,10003,0,10004,0;
10017,2,44,20,0,0,17,11,10000,50,10001,0,10002,0,10003,30,10004,20;
10017,3,44,20,1,0,14,24,10000,30,10001,0,10002,20,10003,50,10004,0;
10017,4,44,20,1,1,18,31,10000,50,10001,30,10002,20,10003,0,10004,0;
10017,5,44,20,1,1,25,31,10000,30,10001,50,10002,20,10003,0,10004,0;
10018,1,46,20,1,1,0,10,10000,0,10001,20,10002,0,10003,50,10004,30;
10018,2,46,20,0,1,45,39,10000,20,10001,50,10002,0,10003,30,10004,0;
10018,3,46,20,1,0,32,45,10000,0,10001,50,10002,20,10003,30,10004,0;
10018,4,46,20,1,1,42,52,10000,50,10001,0,10002,30,10003,20,10004,0;
10018,5,46,20,0,1,10,0,10000,20,10001,0,10002,0,10003,50,10004,30;
10019,1,48,20,0,1,24,14,10000,20,10001,20,10002,20,10003,0,10004,40;
10019,2,48,20,0,1,17,11,10000,40,10001,0,10002,20,10003,20,10004,20;
10019,3,48,20,0,0,52,42,10000,20,10001,20,10002,40,10003,20,10004,0;
10019,4,48,20,0,0,3,46,10000,50,10001,0,10002,30,10003,20,10004,0;
10019,5,48,20,1,1,25,31,10000,0,10001,20,10002,0,10003,30,10004,50;
10020,1,50,20,0,1,17,11,10000,40,10001,0,10002,20,10003,20,10004,20;
10020,2,50,20,1,0,46,52,10000,20,10001,50,10002,0,10003,30,10004,0;
10020,3,50,20,0,1,45,32,10000,20,10001,30,10002,50,10003,0,10004,0;
10020,4,50,20,1,0,14,28,10000,0,10001,0,10002,30,10003,50,10004,20;
10020,5,50,20,0,0,3,46,10000,20,10001,0,10002,0,10003,50,10004,30;
10021,1,52,20,1,1,18,24,10000,20,10001,20,10002,40,10003,20,10004,0;
10021,2,52,20,0,1,45,39,10000,0,10001,50,10002,30,10003,20,10004,0;
10021,3,52,20,1,1,14,24,10000,20,10001,20,10002,40,10003,20,10004,0;
10021,4,52,20,1,1,18,24,10000,0,10001,30,10002,20,10003,50,10004,0;
10021,5,52,20,0,1,3,46,10000,50,10001,0,10002,20,10003,0,10004,30;
10022,1,54,20,0,0,45,39,10000,0,10001,0,10002,30,10003,20,10004,50;
10022,2,54,20,0,0,28,14,10000,20,10001,20,10002,20,10003,0,10004,40;
10022,3,54,20,0,1,52,46,10000,30,10001,0,10002,20,10003,0,10004,50;
10022,4,54,20,1,0,28,42,10000,0,10001,50,10002,0,10003,30,10004,20;
10022,5,54,20,0,1,17,4,10000,0,10001,0,10002,50,10003,20,10004,30;
10023,1,56,20,1,0,28,38,10000,50,10001,0,10002,30,10003,0,10004,20;
10023,2,56,20,1,1,53,3,10000,0,10001,40,10002,20,10003,20,10004,20;
10023,3,56,20,1,0,4,10,10000,20,10001,20,10002,0,10003,20,10004,40;
10023,4,56,20,0,0,31,18,10000,40,10001,20,10002,0,10003,20,10004,20;
10023,5,56,20,1,1,14,24,10000,0,10001,30,10002,20,10003,0,10004,50;
10024,1,58,20,0,0,52,42,10000,20,10001,40,10002,20,10003,20,10004,0;
10024,2,58,20,0,0,42,28,10000,0,10001,0,10002,30,10003,20,10004,50;
10024,3,58,20,0,1,3,46,10000,0,10001,0,10002,20,10003,50,10004,30;
10024,4,58,20,1,0,46,52,10000,0,10001,0,10002,30,10003,20,10004,50;
10024,5,58,20,0,1,24,14,10000,30,10001,20,10002,50,10003,0,10004,0;
10025,1,60,20,0,0,52,42,10000,20,10001,20,10002,20,10003,20,10004,20;
10025,2,60,20,1,0,32,45,10000,50,10001,0,10002,30,10003,0,10004,20;
10025,3,60,20,1,0,0,10,10000,50,10001,0,10002,30,10003,20,10004,0;
10025,4,60,20,0,1,52,46,10000,20,10001,30,10002,0,10003,0,10004,50;
10025,5,60,20,0,1,45,32,10000,0,10001,0,10002,20,10003,50,10004,30;
10026,1,62,20,1,0,42,52,10000,20,10001,20,10002,0,10003,40,10004,20;
10026,2,62,20,1,0,14,28,10000,30,10001,0,10002,0,10003,20,10004,50;
10026,3,62,20,1,0,46,3,10000,20,10001,0,10002,20,10003,40,10004,20;
10026,4,62,20,1,1,14,24,10000,20,10001,20,10002,0,10003,20,10004,40;
10026,5,62,20,1,0,4,10,10000,0,10001,0,10002,50,10003,30,10004,20;
10027,1,64,20,0,1,31,25,10000,50,10001,30,10002,0,10003,0,10004,20;
10027,2,64,20,1,0,42,52,10000,50,10001,0,10002,20,10003,30,10004,0;
10027,3,64,20,1,1,46,52,10000,20,10001,20,10002,20,10003,20,10004,20;
10027,4,64,20,0,0,3,53,10000,0,10001,30,10002,50,10003,20,10004,0;
10027,5,64,20,0,0,24,14,10000,0,10001,0,10002,30,10003,50,10004,20;
